Number,Name,URLLink,Team,Country,AgeDate,Weight,Height,PosC,PosLW,PosRW,PosD,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,StarPower,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,CK,FG,DI,SK,ST,EN,DU,PH,FO,PA,SC,DF,PS,EX,LD,PO,MO,Overall,ProGP,ProShots,ProG,ProA,ProPoint,ProPlusMinus,ProPim,Pro5Pim,ProShotsBlock,ProOwnShotsBlock,ProOwnShotsMissGoal,ProHits,ProHitsTook,ProGW,ProGT,ProFaceOffWon,ProFaceOffTotal,ProPenalityShotsScore,ProPenalityShotsTotal,ProEmptyNetGoal,ProMinutePlay,ProHatTrick,ProPPG,ProPPA,ProPPShots,ProPPMinutePlay,ProPKG,ProPKA,ProPKShots,ProPKMinutePlay,ProGiveAway,ProTakeAway,ProPuckPossesionTime,ProFightW,ProFightL,ProFightT,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGP,FarmShots,FarmG,FarmA,FarmPoint,FarmPlusMinus,FarmPim,Farm5Pim,FarmShotsBlock,FarmOwnShotsBlock,FarmOwnShotsMissGoal,FarmHits,FarmHitsTook,FarmGW,FarmGT,FarmFaceOffWon,FarmFaceOffTotal,FarmPenalityShotsScore,FarmPenalityShotsTotal,FarmEmptyNetGoal,FarmMinutePlay,FarmHatTrick,FarmPPG,FarmPPA,FarmPPShots,FarmPPMinutePlay,FarmPKG,FarmPKA,FarmPKShots,FarmPKMinutePlay,FarmGiveAway,FarmTakeAway,FarmPuckPossesionTime,FarmFightW,FarmFightL,FarmFightT,FarmStar(1),FarmStar(2),FarmStar(3),GameInRowWithAGoal,GameInRowWithAPoint,GameInRowWithOutAGoal,GameInRowWithOutAPoint,FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,ExcludeFromPayroll
3501,Steven Borjesson,,6,SWE,2001-12-31,175,70,False,False,True,False,4,False,False,False,False,False,True,True,False,0,2545000,2545000,2545000,2545000,0,0,0,0,0,0,,0,100,0,3,2,2,2,2,2,2,2,2,2,20,30,49,47,69,57,94,65,78,77,68,61,53,73,85,71,50,62,5,2,0,0,0,-2,0,0,0,1,0,0,1,0,0,1,2,0,0,0,2046,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,False
3502,Tuukka Katajamaki,,10,FIN,1998-12-31,195,75,True,False,False,False,3,False,False,False,False,False,True,True,False,0,1527000,1527000,1527000,0,0,0,0,0,0,0,,0,100,0,1,2,2,2,2,2,2,2,2,2,61,34,53,51,76,64,88,73,91,67,42,76,42,75,64,60,50,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,-3,6,0,4,1,7,10,9,0,0,30,60,0,0,0,3588,0,0,0,1,148,0,0,0,19,0,0,673,0,0,0,0,0,0,0,0,4,4,0,0,0,False
3503,Voldemars Laizane,,10,LAT,2000-12-31,166,66,False,False,False,True,3,False,False,False,False,False,True,True,False,0,1081000,1081000,1081000,0,0,0,0,0,0,0,,0,100,0,0,2,2,2,2,2,2,2,2,2,28,38,52,71,50,80,83,63,25,52,34,53,79,88,97,66,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
3504,Ferenc Letko,,15,SLO,1990-12-31,249,77,True,False,False,False,3,False,False,False,False,False,True,True,False,0,3142000,3142000,3142000,0,0,0,0,0,0,0,,0,100,0,3,2,2,2,2,2,2,2,2,2,48,66,99,50,86,60,71,61,67,80,57,82,86,67,62,23,50,65,6,5,0,1,1,-2,2,0,0,4,4,0,11,0,0,67,140,0,0,0,6697,0,0,0,1,928,0,0,0,0,0,0,394,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,False
3505,Anssi Mikkola,,8,FIN,1993-12-31,218,73,False,True,False,False,2,False,False,False,False,False,True,True,False,0,2200000,2200000,0,0,0,0,0,0,0,0,,0,100,0,1,2,2,2,2,2,2,2,2,2,81,51,63,60,47,65,79,31,97,81,59,86,65,95,96,35,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
3506,Herwig Ries,,5,GER,1990-12-31,166,65,False,False,True,False,3,False,False,False,False,False,True,True,False,0,3485000,3485000,3485000,0,0,0,0,0,0,0,,0,100,0,3,2,2,2,2,2,2,2,2,2,67,30,48,70,48,55,79,88,94,41,42,90,53,99,90,17,50,62,6,8,0,1,1,-1,0,0,0,1,7,6,8,0,0,4,5,0,0,0,2393,0,0,0,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,0,175,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,False
3507,Rob Copeland,,2,USA,1999-12-31,204,76,False,False,False,True,5,False,False,False,False,False,True,True,False,0,2120000,2120000,2120000,2120000,2120000,0,0,0,0,0,,0,100,0,3,2,2,2,2,2,2,2,2,2,35,21,90,49,78,88,78,83,25,48,84,81,57,80,95,64,50,68,16,23,1,8,9,6,0,0,11,7,17,15,16,0,0,0,0,0,0,0,13851,0,0,0,2,310,0,0,0,35,0,0,1598,0,0,0,1,0,0,0,1985,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,False
3508,Jani Malmberg,,13,FIN,1991-12-31,173,66,False,False,False,True,5,False,False,False,False,False,True,True,False,0,2994000,2994000,2994000,2994000,2994000,0,0,0,0,0,,0,100,0,0,2,2,2,2,2,2,2,2,2,31,55,60,58,67,85,79,66,25,35,63,52,83,81,94,21,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
3509,Roland Poirier,,12,CAN,2003-12-31,196,74,False,True,False,False,1,False,False,False,False,False,True,True,False,0,2419000,0,0,0,0,0,0,0,0,0,,0,100,0,3,2,2,2,2,2,2,2,2,2,65,23,73,67,65,64,86,99,85,37,70,89,88,74,62,93,50,70,6,30,1,2,3,1,0,0,2,14,17,1,24,0,0,1,4,0,0,0,5195,0,0,0,0,0,0,0,0,0,0,0,1195,0,0,0,0,0,0,0,395,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,False
3510,Nurtas Nurpeisov,,19,KAZ,1991-12-31,250,79,True,False,False,False,1,False,False,False,False,False,True,True,False,0,1528000,0,0,0,0,0,0,0,0,0,,0,100,0,0,2,2,2,2,2,2,2,2,2,71,64,63,65,56,77,84,58,88,24,76,32,59,70,99,30,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
3511,Damir Melnik,,7,KAZ,1995-12-31,182,75,False,False,False,True,5,False,False,False,False,False,True,True,False,0,1872000,1872000,1872000,1872000,1872000,0,0,0,0,0,,0,100,0,1,2,2,2,2,2,2,2,2,2,20,55,71,51,73,52,94,63,25,41,72,73,86,98,84,45,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,1,3,4,-2,0,0,12,8,12,0,8,0,0,0,0,0,0,0,7523,0,1,2,4,886,0,0,0,827,0,0,808,0,0,0,0,0,0,0,0,1,1,0,340,340,False
3512,Grant Hardy,,21,CAN,1990-12-31,181,72,False,False,False,True,2,False,False,False,False,False,True,True,False,0,2995000,2995000,0,0,0,0,0,0,0,0,,0,100,0,3,2,2,2,2,2,2,2,2,2,35,26,79,63,51,55,82,76,25,82,82,38,36,82,74,20,50,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
3513,Karl-Erik Sand,,8,SWE,1991-12-31,235,78,False,False,True,False,2,False,False,False,False,False,True,True,False,0,3239000,3239000,0,0,0,0,0,0,0,0,,0,100,0,1,2,2,2,2,2,2,2,2,2,40,18,74,64,84,70,86,68,94,66,47,32,83,86,93,22,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
3514,Dylan Levasseur,,14,CAN,1996-12-31,184,66,False,False,False,True,4,False,False,False,False,False,True,True,False,0,1977000,1977000,1977000,1977000,0,0,0,0,0,0,,0,100,0,3,2,2,2,2,2,2,2,2,2,76,34,57,79,68,87,97,42,25,32,82,66,55,80,97,56,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
3515,Gustav Hruby,,16,CZH,1988-12-31,183,74,True,False,False,False,2,False,False,False,False,False,True,True,False,0,2558000,2558000,0,0,0,0,0,0,0,0,,0,100,0,1,2,2,2,2,2,2,2,2,2,97,75,55,72,52,78,57,30,84,36,84,68,53,72,68,9,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,30,3,3,6,4,23,5,5,8,20,84,37,1,1,188,377,0,0,0,22550,0,0,0,0,0,0,0,1,1323,0,0,714,1,0,0,0,1,1,0,0,1,1,655,2710,2710,False
3516,Greg Vallieres,,24,CAN,1997-12-31,185,69,False,True,False,False,1,False,False,False,False,False,True,True,False,0,1450000,0,0,0,0,0,0,0,0,0,,0,100,0,1,2,2,2,2,2,2,2,2,2,79,42,48,63,70,60,72,24,85,84,42,76,71,73,84,51,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,1,0,1,-4,14,0,3,2,7,33,30,0,0,4,12,0,0,0,10165,0,0,0,0,6,0,0,0,61,0,0,1204,0,0,0,0,0,0,0,0,9,9,0,65,65,False
3517,Rashit Berezin,,16,RUS,1989-12-31,218,80,False,False,False,True,3,False,False,False,False,False,True,True,False,0,2457000,2457000,2457000,0,0,0,0,0,0,0,,0,100,0,0,2,2,2,2,2,2,2,2,2,70,67,39,44,62,66,78,69,25,36,69,42,44,57,98,11,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
3518,Pehr Ekholm,,7,SWE,1995-12-31,178,66,False,False,True,False,3,False,False,False,False,False,True,True,False,0,2413000,2413000,2413000,0,0,0,0,0,0,0,,0,100,0,3,2,2,2,2,2,2,2,2,2,34,19,99,75,68,89,54,89,93,54,58,31,68,70,88,40,50,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
3519,Richard Mcintosh,,2,CAN,1998-12-31,182,74,False,False,True,False,4,False,False,False,False,False,True,True,False,0,2514000,2514000,2514000,2514000,0,0,0,0,0,0,,0,100,0,3,2,2,2,2,2,2,2,2,2,96,79,87,66,60,62,87,81,80,74,71,72,84,36,76,63,50,73,16,32,5,4,9,-1,8,0,3,9,21,65,17,0,0,7,21,0,0,0,17365,0,2,2,3,2364,0,0,0,2667,0,0,2181,0,0,0,1,0,0,0,2885,2885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,False
3520,Aydar Shcherbakov,,9,RUS,1997-12-31,173,70,False,False,True,False,2,False,False,False,False,False,True,True,False,0,1239000,1239000,0,0,0,0,0,0,0,0,,0,100,0,0,2,2,2,2,2,2,2,2,2,38,79,87,72,40,91,79,31,80,61,37,68,66,79,77,57,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
3521,Aleksander Fomenko,,1,RUS,1998-12-31,169,69,False,True,False,False,4,False,False,False,False,False,True,True,False,0,3262000,3262000,3262000,3262000,0,0,0,0,0,0,,0,100,0,3,2,2,2,2,2,2,2,2,2,69,22,95,77,67,29,78,84,80,97,70,81,44,79,73,62,50,78,14,34,4,8,12,5,2,0,3,6,19,4,29,0,0,10,17,0,0,1,14103,0,1,1,10,2351,0,0,0,1255,0,0,2486,0,0,0,2,0,1,0,1980,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,False
3522,Samuel Sims,,22,USA,1989-12-31,210,73,False,True,False,False,3,False,False,False,False,False,True,True,False,0,3015000,3015000,3015000,0,0,0,0,0,0,0,,0,100,0,1,2,2,2,2,2,2,2,2,2,52,28,99,48,77,78,97,79,53,42,71,49,65,52,81,17,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
3523,Bronislavs Strazdina,,11,LAT,2002-12-31,209,74,False,False,False,True,3,False,False,False,False,False,True,True,False,0,1620000,1620000,1620000,0,0,0,0,0,0,0,,0,100,0,1,2,2,2,2,2,2,2,2,2,33,29,92,69,66,24,91,51,25,56,62,85,87,99,84,80,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
3524,Mohamad Bengtsson,,14,SWE,1998-12-31,242,80,False,True,False,False,2,False,False,False,False,False,True,True,False,0,2179000,2179000,0,0,0,0,0,0,0,0,,0,100,0,1,2,2,2,2,2,2,2,2,2,79,28,47,37,68,87,83,61,88,72,64,26,84,99,88,55,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
3525,Andrzej Berggren,,1,SWE,1997-12-31,212,78,False,True,False,False,3,False,False,False,False,False,True,True,False,0,1778000,1778000,1778000,0,0,0,0,0,0,0,,0,100,0,3,2,2,2,2,2,2,2,2,2,75,34,52,65,52,24,95,63,78,84,61,59,39,72,68,56,50,65,14,21,1,1,2,-3,8,0,0,6,9,51,17,0,0,5,12,0,0,0,11241,0,0,0,0,145,0,0,0,0,0,0,1109,0,0,0,0,0,1,0,1185,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,False
3526,Will Orr,,1,CAN,1994-12-31,218,74,False,False,False,True,4,False,False,False,False,False,True,True,False,0,3251000,3251000,3251000,3251000,0,0,0,0,0,0,,0,100,0,1,2,2,2,2,2,2,2,2,2,57,60,64,40,44,72,83,55,25,60,85,86,36,97,90,43,50,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,2,4,6,4,6,0,6,6,7,23,17,2,0,0,0,0,0,0,8223,0,0,0,2,355,0,0,0,199,0,0,1200,0,0,0,0,2,1,0,0,4,2,0,1315,1315,False
3527,Kazbek Pronina,,15,RUS,1995-12-31,214,80,False,False,False,True,1,False,False,False,False,False,True,True,False,0,2251000,0,0,0,0,0,0,0,0,0,,0,100,0,3,2,2,2,2,2,2,2,2,2,45,58,63,67,81,71,96,20,25,81,81,58,69,98,97,47,50,62,6,2,0,0,0,-2,0,0,1,0,1,0,5,0,0,0,0,0,0,0,6194,0,0,0,0,78,0,0,0,411,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,False
3528,Justin Tessier,,20,CAN,1988-12-31,205,74,True,False,False,False,1,False,False,False,False,False,True,True,False,0,3303000,0,0,0,0,0,0,0,0,0,,0,100,0,1,2,2,2,2,2,2,2,2,2,38,21,70,64,60,66,81,33,57,67,61,75,34,32,91,12,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,1,1,1,0,0,2,1,2,1,6,0,0,21,62,0,0,0,3052,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,10,7,0,255,255,False
3529,Radim Hosek,,4,CZH,2002-12-31,215,76,False,False,True,False,4,False,False,False,False,False,True,True,False,0,2491000,2491000,2491000,2491000,0,0,0,0,0,0,,0,100,0,3,2,2,2,2,2,2,2,2,2,92,75,42,42,51,28,88,92,81,80,55,85,47,67,81,86,50,69,4,8,1,0,1,-4,2,0,0,1,6,13,9,0,0,1,3,0,0,0,3996,0,0,0,1,653,0,0,0,0,0,0,534,0,0,0,0,0,0,0,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,False
3530,Angelo Maldonado,,4,USA,1991-12-31,167,68,False,False,True,False,2,False,False,False,False,False,True,True,False,0,1675000,1675000,0,0,0,0,0,0,0,0,,0,100,0,0,2,2,2,2,2,2,2,2,2,44,60,59,67,74,83,76,42,76,41,41,82,65,48,86,20,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
3531,Georg Hedstrom,,20,SWE,1987-12-31,184,67,False,True,False,False,3,False,False,False,False,False,True,True,False,0,4000000,4000000,4000000,0,0,0,0,0,0,0,,0,100,0,3,2,2,2,2,2,2,2,2,2,77,73,62,67,42,62,89,78,49,61,85,19,25,53,80,3,50,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
3532,Leonard Robert,,13,CAN,2002-12-31,213,76,False,True,False,False,2,False,False,False,False,False,True,True,False,0,2267000,2267000,0,0,0,0,0,0,0,0,,0,100,0,1,2,2,2,2,2,2,2,2,2,49,69,63,52,79,71,77,63,82,60,62,53,43,90,86,82,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,1,1,2,0,2,0,1,1,11,12,6,0,0,2,6,0,0,0,6273,0,0,0,0,821,0,0,0,22,0,0,356,0,0,0,0,0,0,0,0,2,2,0,565,565,False
3533,Serafim Abdullina,,12,RUS,1988-12-31,194,74,False,False,True,False,2,False,False,False,False,False,True,True,False,0,3531000,3531000,0,0,0,0,0,0,0,0,,0,100,0,1,2,2,2,2,2,2,2,2,2,50,26,73,63,38,30,86,47,72,78,73,75,76,87,99,7,50,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,2,1,3,-2,0,0,2,5,8,0,6,1,0,3,6,0,0,0,5839,0,0,1,2,829,0,0,0,0,0,0,724,0,0,0,1,0,0,0,0,5,2,0,260,260,False
3534,Maurice Ramos,,18,USA,2003-12-31,211,72,False,False,True,False,4,True,False,False,False,False,True,True,False,0,568000,568000,568000,568000,0,0,0,0,0,0,,0,100,0,1,2,2,2,2,2,2,2,2,2,97,37,51,64,76,81,51,69,82,25,60,37,83,77,70,87,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
3535,Hans Mcintyre,,6,CAN,2002-12-31,197,71,False,False,False,True,1,False,False,False,False,False,True,True,False,0,2030000,0,0,0,0,0,0,0,0,0,,0,100,0,3,2,2,2,2,2,2,2,2,2,48,66,81,63,78,88,89,77,25,59,47,50,73,50,93,81,50,62,5,0,0,2,2,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,4756,0,0,0,0,0,0,0,0,364,0,0,178,0,0,0,0,0,0,0,370,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,False
3536,Giovanni Larochelle,,15,CAN,2003-12-31,189,69,False,False,True,False,5,True,False,False,False,False,True,True,False,0,1026000,1026000,1026000,1026000,1026000,0,0,0,0,0,,0,100,0,1,2,2,2,2,2,2,2,2,2,55,57,84,65,75,85,76,50,86,41,81,82,41,78,70,87,50,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,64,9,6,15,11,0,0,2,17,49,0,32,1,1,13,21,0,0,0,15981,1,1,1,14,2642,0,0,0,0,0,0,1805,0,0,0,1,2,2,0,0,3,3,0,3210,3210,False
3537,Luis Oman,,2,SWE,2003-12-31,209,77,False,False,False,True,4,True,False,False,False,False,True,True,False,0,660000,660000,660000,660000,0,0,0,0,0,0,,0,100,0,1,2,2,2,2,2,2,2,2,2,44,28,63,35,78,78,82,43,25,66,79,64,54,97,62,81,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,1,3,4,3,12,0,16,3,7,23,6,0,0,0,0,0,0,0,23302,0,1,1,5,2598,0,0,0,2029,0,0,1114,0,0,0,0,0,1,0,0,9,6,0,1310,1310,False
3538,Francois Pike,,5,CAN,1987-12-31,173,70,False,True,False,False,3,False,False,False,False,False,True,True,False,0,2517000,2517000,2517000,0,0,0,0,0,0,0,,0,100,0,0,2,2,2,2,2,2,2,2,2,87,73,51,50,68,60,99,38,90,28,85,37,61,73,64,12,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
3539,Alexander Shah,,15,CAN,1998-12-31,185,66,False,False,False,True,2,False,False,False,False,False,True,True,False,0,1457000,1457000,0,0,0,0,0,0,0,0,,0,100,0,0,2,2,2,2,2,2,2,2,2,33,38,85,63,36,71,77,60,25,44,33,53,78,71,81,55,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
