Number,Team,Transaction,DateTime,Empty
15632,4,New Record for Team's Most Hits (35) in 1 Game for Team 4!,2022-07-23 11:53:10 PM,
15633,11,New Record for Team's Most Shots (30) in 1 Game for Team 11!,2022-07-23 11:53:10 PM,
15634,11,New Record for Team's Most Shots Blocked (8) in 1 Game for Team 11!,2022-07-23 11:53:10 PM,
15635,11,New Record for Team's Most Hits (34) in 1 Game for Team 11!,2022-07-23 11:53:10 PM,
15636,1,New Record for Team's Most Goals (3) in 1 Game for Team 1!,2022-07-23 11:53:11 PM,
15637,1,New Record for Team's Most Assists (5) in 1 Game for Team 1!,2022-07-23 11:53:11 PM,
15638,1,New Record for Team's Most Points (8) in 1 Game for Team 1!,2022-07-23 11:53:11 PM,
15639,17,New Record for Team's Most Shots Blocked (9) in 1 Game for Team 17!,2022-07-23 11:53:11 PM,
15640,18,New Record for Team's Most Goals (5) in 1 Game for Team 18!,2022-07-23 11:53:11 PM,
15641,18,New Record for Team's Most Assists (8) in 1 Game for Team 18!,2022-07-23 11:53:11 PM,
15642,18,New Record for Team's Most Points (13) in 1 Game for Team 18!,2022-07-23 11:53:11 PM,
15643,18,New Record for Team's Most Shots (35) in 1 Game for Team 18!,2022-07-23 11:53:11 PM,
15644,18,New Record for Team's Most Penalties Minutes (6) in 1 Game for Team 18!,2022-07-23 11:53:11 PM,
15645,18,New Record for Team's Most Hits (22) in 1 Game for Team 18!,2022-07-23 11:53:11 PM,
15646,14,New Record for Team's Most Shots Blocked (13) in 1 Game for Team 14!,2022-07-23 11:53:11 PM,
15647,14,New Record for Team's Most Hits (35) in 1 Game for Team 14!,2022-07-23 11:53:11 PM,
15648,22,New Record for Team's Most Hits (39) in 1 Game for Team 22!,2022-07-23 11:53:13 PM,
15649,16,New Record for Team's Most Goals (5) in 1 Game for Team 16!,2022-07-23 11:53:13 PM,
15650,16,New Record for Team's Most Assists (10) in 1 Game for Team 16!,2022-07-23 11:53:13 PM,
15651,16,New Record for Team's Most Points (15) in 1 Game for Team 16!,2022-07-23 11:53:13 PM,
15652,23,New Record for Team's Most Hits (30) in 1 Game for Team 23!,2022-07-23 11:53:14 PM,
15653,15,New Record for Team's Most Shots Blocked (10) in 1 Game for Team 15!,2022-07-23 11:53:14 PM,
15654,15,New Record for Team's Most Penalties Minutes (8) in 1 Game for Team 15!,2022-07-23 11:53:14 PM,
15655,20,New Record for Team's Most Penalties Minutes (32) in 1 Game for Team 20!,2022-07-23 11:53:14 PM,
15656,20,New Record for Team's Most Goals (2) in 1 Game for Team 20!,2022-07-23 11:53:14 PM,
15657,20,New Record for Team's Most Assists (4) in 1 Game for Team 20!,2022-07-23 11:53:14 PM,
15658,20,New Record for Team's Most Points (6) in 1 Game for Team 20!,2022-07-23 11:53:14 PM,
15659,20,New Record for Team's Most Penalties Minutes (32) in 1 Game for Team 20!,2022-07-23 11:53:14 PM,
15660,12,New Record for Team's Most Shots Blocked (11) in 1 Game for Team 12!,2022-07-23 11:53:14 PM,
15661,12,New Record for Team's Most Penalties Minutes (20) in 1 Game for Team 12!,2022-07-23 11:53:14 PM,
15662,12,New Record for Team's Most Hits (29) in 1 Game for Team 12!,2022-07-23 11:53:14 PM,
15663,3,New Record for Team's Most Goals (7) in 1 Game for Team 3!,2022-07-23 11:53:14 PM,
15664,3,New Record for Team's Most Assists (13) in 1 Game for Team 3!,2022-07-23 11:53:14 PM,
15665,3,New Record for Team's Most Points (20) in 1 Game for Team 3!,2022-07-23 11:53:14 PM,
15666,21,New Record for Team's Most Goals (5) in 1 Game for Team 21!,2022-07-23 11:53:14 PM,
15667,21,New Record for Team's Most Assists (8) in 1 Game for Team 21!,2022-07-23 11:53:14 PM,
15668,21,New Record for Team's Most Points (13) in 1 Game for Team 21!,2022-07-23 11:53:14 PM,
15669,2,New Record for Team's Most Shots (46) in 1 Game for Team 2!,2022-07-23 11:53:17 PM,
15670,2,New Record for Team's Most Goals (7) in 1 Game for Team 2!,2022-07-23 11:53:17 PM,
15671,2,New Record for Team's Most Assists (12) in 1 Game for Team 2!,2022-07-23 11:53:17 PM,
15672,2,New Record for Team's Most Points (19) in 1 Game for Team 2!,2022-07-23 11:53:17 PM,
15673,2,New Record for Team's Most Shots (46) in 1 Game for Team 2!,2022-07-23 11:53:17 PM,
15674,2,New Record for Team's Most Shots Blocked (11) in 1 Game for Team 2!,2022-07-23 11:53:17 PM,
15675,24,New Record for Team's Most Shots Blocked (15) in 1 Game for Team 24!,2022-07-23 11:53:17 PM,
15676,24,New Record for Team's Most Hits (31) in 1 Game for Team 24!,2022-07-23 11:53:17 PM,
15677,9,New Record for Team's Most Penalties Minutes (24) in 1 Game for Team 9!,2022-07-23 11:53:18 PM,
15678,19,New Record for Team's Most Hits (30) in 1 Game for Team 19!,2022-07-23 11:53:18 PM,
15679,11,New Record for Team's Most Goals (5) in 1 Game for Team 11!,2022-07-23 11:53:19 PM,
15680,11,New Record for Team's Most Assists (10) in 1 Game for Team 11!,2022-07-23 11:53:19 PM,
15681,11,New Record for Team's Most Points (15) in 1 Game for Team 11!,2022-07-23 11:53:19 PM,
15682,11,New Record for Team's Most Shots (34) in 1 Game for Team 11!,2022-07-23 11:53:19 PM,
15683,11,New Record for Team's Most Penalties Minutes (15) in 1 Game for Team 11!,2022-07-23 11:53:19 PM,
15684,7,New Record for Team's Most Hits (34) in 1 Game for Team 7!,2022-07-23 11:53:19 PM,
15685,23,New Record for Team's Most Shots (24) in 1 Game for Team 23!,2022-07-23 11:53:19 PM,
15686,23,New Record for Team's Most Shots Blocked (9) in 1 Game for Team 23!,2022-07-23 11:53:19 PM,
15687,6,New Record for Team's Most Shots Blocked (7) in 1 Game for Team 6!,2022-07-23 11:53:19 PM,
15688,22,New Record for Team's Most Goals (3) in 1 Game for Team 22!,2022-07-23 11:53:23 PM,
15689,22,New Record for Team's Most Assists (6) in 1 Game for Team 22!,2022-07-23 11:53:23 PM,
15690,22,New Record for Team's Most Points (9) in 1 Game for Team 22!,2022-07-23 11:53:23 PM,
15691,22,New Record for Team's Most Shots (25) in 1 Game for Team 22!,2022-07-23 11:53:23 PM,
15692,8,New Record for Team's Most Assists (8) in 1 Game for Team 8!,2022-07-23 11:53:23 PM,
15693,8,New Record for Team's Most Points (12) in 1 Game for Team 8!,2022-07-23 11:53:23 PM,
15694,8,New Record for Team's Most Shots (32) in 1 Game for Team 8!,2022-07-23 11:53:23 PM,
15695,8,New Record for Team's Most Hits (32) in 1 Game for Team 8!,2022-07-23 11:53:23 PM,
15696,12,New Record for Team's Most Hits (34) in 1 Game for Team 12!,2022-07-23 11:53:23 PM,
15697,10,New Record for Team's Most Shots Blocked (8) in 1 Game for Team 10!,2022-07-23 11:53:24 PM,
15698,10,New Record for Team's Most Penalties Minutes (14) in 1 Game for Team 10!,2022-07-23 11:53:24 PM,
15699,10,New Record for Team's Most Hits (32) in 1 Game for Team 10!,2022-07-23 11:53:24 PM,
15700,17,New Record for Team's Most Shots (31) in 1 Game for Team 17!,2022-07-23 11:53:24 PM,
15701,17,New Record for Team's Most Shots Blocked (11) in 1 Game for Team 17!,2022-07-23 11:53:24 PM,
15702,1,New Record for Team's Most Hits (36) in 1 Game for Team 1!,2022-07-23 11:53:24 PM,
15703,24,New Record for Team's Most Shots (35) in 1 Game for Team 24!,2022-07-23 11:53:27 PM,
15704,24,New Record for Team's Most Hits (35) in 1 Game for Team 24!,2022-07-23 11:53:27 PM,
15705,2,New Record for Team's Most Shots Blocked (13) in 1 Game for Team 2!,2022-07-23 11:53:27 PM,
15706,13,New Record for Team's Most Penalties Minutes (19) in 1 Game for Team 13!,2022-07-23 11:53:28 PM,
15707,19,New Record for Team's Most Penalties Minutes (15) in 1 Game for Team 19!,2022-07-23 11:53:28 PM,
15708,9,New Record for Team's Most Goals (5) in 1 Game for Team 9!,2022-07-23 11:53:28 PM,
15709,9,New Record for Team's Most Assists (10) in 1 Game for Team 9!,2022-07-23 11:53:28 PM,
15710,9,New Record for Team's Most Points (15) in 1 Game for Team 9!,2022-07-23 11:53:28 PM,
15711,9,New Record for Team's Most Hits (30) in 1 Game for Team 9!,2022-07-23 11:53:28 PM,
15712,11,New Record for Team's Most Hits (35) in 1 Game for Team 11!,2022-07-23 11:53:29 PM,
15713,14,New Record for Team's Most Shots (60) in 1 Game for Team 14!,2022-07-23 11:53:29 PM,
15714,14,New Record for Team's Most Goals (7) in 1 Game for Team 14!,2022-07-23 11:53:29 PM,
15715,14,New Record for Team's Most Assists (12) in 1 Game for Team 14!,2022-07-23 11:53:29 PM,
15716,14,New Record for Team's Most Points (19) in 1 Game for Team 14!,2022-07-23 11:53:29 PM,
15717,14,New Record for Team's Most Shots (60) in 1 Game for Team 14!,2022-07-23 11:53:29 PM,
15718,18,New Record for Team's Most Penalties Minutes (10) in 1 Game for Team 18!,2022-07-23 11:53:29 PM,
15719,18,New Record for Team's Most Hits (32) in 1 Game for Team 18!,2022-07-23 11:53:29 PM,
15720,10,New Record for Team's Most Shots Blocked (12) in 1 Game for Team 10!,2022-07-23 11:53:32 PM,
15721,1,New Record for Team's Most Assists (6) in 1 Game for Team 1!,2022-07-23 11:53:33 PM,
15722,1,New Record for Team's Most Points (9) in 1 Game for Team 1!,2022-07-23 11:53:33 PM,
15723,21,New Record for Team's Most Shots (32) in 1 Game for Team 21!,2022-07-23 11:53:33 PM,
15724,21,New Record for Team's Most Shots Blocked (12) in 1 Game for Team 21!,2022-07-23 11:53:33 PM,
15725,3,New Record for Team's Most Shots Blocked (11) in 1 Game for Team 3!,2022-07-23 11:53:33 PM,
15726,22,New Record for Team's Most Goals (4) in 1 Game for Team 22!,2022-07-23 11:53:34 PM,
15727,22,New Record for Team's Most Assists (7) in 1 Game for Team 22!,2022-07-23 11:53:34 PM,
15728,22,New Record for Team's Most Points (11) in 1 Game for Team 22!,2022-07-23 11:53:34 PM,
15729,20,New Record for Team's Most Goals (3) in 1 Game for Team 20!,2022-07-23 11:53:34 PM,
15730,20,New Record for Team's Most Assists (6) in 1 Game for Team 20!,2022-07-23 11:53:34 PM,
15731,20,New Record for Team's Most Points (9) in 1 Game for Team 20!,2022-07-23 11:53:34 PM,
15732,6,New Record for Team's Most Goals (4) in 1 Game for Team 6!,2022-07-23 11:53:34 PM,
15733,6,New Record for Team's Most Assists (8) in 1 Game for Team 6!,2022-07-23 11:53:34 PM,
15734,6,New Record for Team's Most Points (12) in 1 Game for Team 6!,2022-07-23 11:53:34 PM,
15735,6,New Record for Team's Most Goals (5) in 1 Game for Team 6!,2022-07-23 11:53:38 PM,
15736,6,New Record for Team's Most Assists (10) in 1 Game for Team 6!,2022-07-23 11:53:38 PM,
15737,6,New Record for Team's Most Points (15) in 1 Game for Team 6!,2022-07-23 11:53:38 PM,
15738,6,New Record for Team's Most Shots (31) in 1 Game for Team 6!,2022-07-23 11:53:38 PM,
15739,6,New Record for Team's Most Shots Blocked (8) in 1 Game for Team 6!,2022-07-23 11:53:38 PM,
15740,22,New Record for Team's Most Shots (27) in 1 Game for Team 22!,2022-07-23 11:53:39 PM,
15741,22,New Record for Team's Most Shots Blocked (11) in 1 Game for Team 22!,2022-07-23 11:53:39 PM,
15742,5,New Record for Team's Most Shots Blocked (13) in 1 Game for Team 5!,2022-07-23 11:53:42 PM,
15743,5,New Record for Team's Most Penalties Minutes (8) in 1 Game for Team 5!,2022-07-23 11:53:42 PM,
15744,18,New Record for Team's Most Penalties Minutes (14) in 1 Game for Team 18!,2022-07-23 11:53:42 PM,
15745,13,New Record for Team's Most Hits (34) in 1 Game for Team 13!,2022-07-23 11:53:43 PM,
15746,19,New Record for Team's Most Shots Blocked (10) in 1 Game for Team 19!,2022-07-23 11:53:43 PM,
15747,23,New Record for Team's Most Shots (26) in 1 Game for Team 23!,2022-07-23 11:53:45 PM,
15748,24,New Record for Team's Most Shots (36) in 1 Game for Team 24!,2022-07-23 11:53:45 PM,
15749,1,New Record for Team's Most Goals (4) in 1 Game for Team 1!,2022-07-23 11:53:46 PM,
15750,1,New Record for Team's Most Assists (8) in 1 Game for Team 1!,2022-07-23 11:53:46 PM,
15751,1,New Record for Team's Most Points (12) in 1 Game for Team 1!,2022-07-23 11:53:46 PM,
15752,15,New Record for Team's Most Penalties Minutes (10) in 1 Game for Team 15!,2022-07-23 11:53:47 PM,
15753,6,New Record for Team's Most Shots Blocked (9) in 1 Game for Team 6!,2022-07-23 11:53:47 PM,
15754,10,New Record for Team's Most Shots (47) in 1 Game for Team 10!,2022-07-23 11:53:48 PM,
15755,8,New Record for Team's Most Goals (6) in 1 Game for Team 8!,2022-07-23 11:53:52 PM,
15756,8,New Record for Team's Most Assists (11) in 1 Game for Team 8!,2022-07-23 11:53:52 PM,
15757,8,New Record for Team's Most Points (17) in 1 Game for Team 8!,2022-07-23 11:53:52 PM,
15758,8,New Record for Team's Most Shots (42) in 1 Game for Team 8!,2022-07-23 11:53:52 PM,
15759,5,New Record for Team's Most Penalties Minutes (13) in 1 Game for Team 5!,2022-07-23 11:53:52 PM,
15760,5,New Record for Team's Most Hits (28) in 1 Game for Team 5!,2022-07-23 11:53:52 PM,
15761,17,New Record for Team's Most Hits (31) in 1 Game for Team 17!,2022-07-23 11:53:53 PM,
15762,2,New Record for Team's Most Hits (31) in 1 Game for Team 2!,2022-07-23 11:53:57 PM,
15763,23,New Record for Team's Most Assists (10) in 1 Game for Team 23!,2022-07-23 11:53:58 PM,
15764,23,New Record for Team's Most Points (15) in 1 Game for Team 23!,2022-07-23 11:53:58 PM,
15765,8,New Record for Team's Most Penalties Minutes (11) in 1 Game for Team 8!,2022-07-23 11:54:00 PM,
15766,22,New Record for Team's Most Shots (29) in 1 Game for Team 22!,2022-07-23 11:54:01 PM,
15767,20,New Record for Team's Most Goals (5) in 1 Game for Team 20!,2022-07-23 11:54:03 PM,
15768,20,New Record for Team's Most Assists (10) in 1 Game for Team 20!,2022-07-23 11:54:03 PM,
15769,20,New Record for Team's Most Points (15) in 1 Game for Team 20!,2022-07-23 11:54:03 PM,
15770,19,New Record for Team's Most Shots Blocked (15) in 1 Game for Team 19!,2022-07-23 11:54:05 PM,
15771,10,New Record for Team's Most Goals (6) in 1 Game for Team 10!,2022-07-23 11:54:08 PM,
15772,10,New Record for Team's Most Assists (11) in 1 Game for Team 10!,2022-07-23 11:54:08 PM,
15773,10,New Record for Team's Most Points (17) in 1 Game for Team 10!,2022-07-23 11:54:08 PM,
15774,20,New Record for Team's Most Shots (37) in 1 Game for Team 20!,2022-07-23 11:54:10 PM,
15775,12,New Record for Team's Most Shots Blocked (12) in 1 Game for Team 12!,2022-07-23 11:54:10 PM,
15776,1,New Record for Team's Most Goals (5) in 1 Game for Team 1!,2022-07-23 11:54:12 PM,
15777,1,New Record for Team's Most Assists (9) in 1 Game for Team 1!,2022-07-23 11:54:12 PM,
15778,1,New Record for Team's Most Points (14) in 1 Game for Team 1!,2022-07-23 11:54:12 PM,
15779,6,New Record for Team's Most Goals (6) in 1 Game for Team 6!,2022-07-23 11:54:13 PM,
15780,6,New Record for Team's Most Assists (12) in 1 Game for Team 6!,2022-07-23 11:54:13 PM,
15781,6,New Record for Team's Most Points (18) in 1 Game for Team 6!,2022-07-23 11:54:13 PM,
15782,13,New Record for Team's Most Shots (39) in 1 Game for Team 13!,2022-07-23 11:54:14 PM,
15783,21,New Record for Team's Most Penalties Minutes (25) in 1 Game for Team 21!,2022-07-23 11:54:16 PM,
15784,17,New Record for Team's Most Penalties Minutes (15) in 1 Game for Team 17!,2022-07-23 11:54:16 PM,
15785,18,New Record for Team's Most Shots (37) in 1 Game for Team 18!,2022-07-23 11:54:17 PM,
15786,18,New Record for Team's Most Shots Blocked (15) in 1 Game for Team 18!,2022-07-23 11:54:17 PM,
15787,20,New Record for Team's Most Hits (41) in 1 Game for Team 20!,2022-07-23 11:54:18 PM,
15788,23,New Record for Team's Most Shots (39) in 1 Game for Team 23!,2022-07-23 11:54:19 PM,
15789,7,New Record for Team's Most Shots Blocked (11) in 1 Game for Team 7!,2022-07-23 11:54:19 PM,
15790,7,New Record for Team's Most Penalties Minutes (29) in 1 Game for Team 7!,2022-07-23 11:54:19 PM,
15791,15,New Record for Team's Most Penalties Minutes (13) in 1 Game for Team 15!,2022-07-23 11:54:21 PM,
15792,8,New Record for Team's Most Assists (12) in 1 Game for Team 8!,2022-07-23 11:54:22 PM,
15793,8,New Record for Team's Most Points (18) in 1 Game for Team 8!,2022-07-23 11:54:22 PM,
15794,22,New Record for Team's Most Shots Blocked (12) in 1 Game for Team 22!,2022-07-23 11:54:23 PM,
15795,4,New Record for Team's Most Hits (36) in 1 Game for Team 4!,2022-07-23 11:54:24 PM,
15796,18,New Record for Team's Most Shots Blocked (17) in 1 Game for Team 18!,2022-07-23 11:54:26 PM,
15797,17,New Record for Team's Most Assists (9) in 1 Game for Team 17!,2022-07-23 11:54:27 PM,
15798,17,New Record for Team's Most Points (14) in 1 Game for Team 17!,2022-07-23 11:54:27 PM,
15799,19,New Record for Team's Most Shots (46) in 1 Game for Team 19!,2022-07-23 11:54:27 PM,
15800,19,New Record for Team's Most Hits (32) in 1 Game for Team 19!,2022-07-23 11:54:27 PM,
15801,3,New Record for Team's Most Shots Blocked (13) in 1 Game for Team 3!,2022-07-23 11:54:31 PM,
15802,5,New Record for Team's Most Penalties Minutes (21) in 1 Game for Team 5!,2022-07-23 11:54:32 PM,
15803,5,New Record for Team's Most Hits (30) in 1 Game for Team 5!,2022-07-23 11:54:32 PM,
15804,22,New Record for Team's Most Shots Blocked (14) in 1 Game for Team 22!,2022-07-23 11:54:33 PM,
15805,18,New Record for Team's Most Goals (6) in 1 Game for Team 18!,2022-07-23 11:54:36 PM,
15806,18,New Record for Team's Most Assists (10) in 1 Game for Team 18!,2022-07-23 11:54:36 PM,
15807,18,New Record for Team's Most Points (16) in 1 Game for Team 18!,2022-07-23 11:54:36 PM,
15808,18,New Record for Team's Most Shots (39) in 1 Game for Team 18!,2022-07-23 11:54:36 PM,
15809,10,New Record for Team's Most Shots Blocked (13) in 1 Game for Team 10!,2022-07-23 11:54:36 PM,
15810,8,New Record for Team's Most Penalties Minutes (12) in 1 Game for Team 8!,2022-07-23 11:54:39 PM,
15811,6,New Record for Team's Most Shots (33) in 1 Game for Team 6!,2022-07-23 11:54:40 PM,
15812,6,New Record for Team's Most Shots Blocked (15) in 1 Game for Team 6!,2022-07-23 11:54:40 PM,
15813,15,New Record for Team's Most Assists (8) in 1 Game for Team 15!,2022-07-23 11:54:43 PM,
15814,15,New Record for Team's Most Points (12) in 1 Game for Team 15!,2022-07-23 11:54:43 PM,
15815,15,New Record for Team's Most Shots Blocked (11) in 1 Game for Team 15!,2022-07-23 11:54:43 PM,
15816,7,New Record for Team's Most Shots Blocked (12) in 1 Game for Team 7!,2022-07-23 11:54:43 PM,
15817,17,New Record for Team's Most Shots Blocked (13) in 1 Game for Team 17!,2022-07-23 11:54:44 PM,
15818,17,New Record for Team's Most Hits (33) in 1 Game for Team 17!,2022-07-23 11:54:44 PM,
15819,11,New Record for Team's Most Shots Blocked (9) in 1 Game for Team 11!,2022-07-23 11:54:45 PM,
15820,2,New Record for Team's Most Penalties Minutes (19) in 1 Game for Team 2!,2022-07-23 11:54:47 PM,
15821,5,New Record for Team's Most Hits (31) in 1 Game for Team 5!,2022-07-23 11:54:49 PM,
15822,16,New Record for Team's Most Shots (35) in 1 Game for Team 16!,2022-07-23 11:54:50 PM,
15823,17,New Record for Team's Most Penalties Minutes (16) in 1 Game for Team 17!,2022-07-23 11:54:53 PM,
15824,11,New Record for Team's Most Shots Blocked (10) in 1 Game for Team 11!,2022-07-23 11:54:53 PM,
15825,1,New Record for Team's Most Penalties Minutes (12) in 1 Game for Team 1!,2022-07-23 11:54:54 PM,
15826,16,New Record for Team's Most Shots Blocked (16) in 1 Game for Team 16!,2022-07-23 11:54:57 PM,
15827,24,New Record for Team's Most Shots (37) in 1 Game for Team 24!,2022-07-23 11:54:59 PM,
15828,5,New Record for Team's Most Shots Blocked (14) in 1 Game for Team 5!,2022-07-23 11:54:59 PM,
15829,3,New Record for Team's Most Shots (42) in 1 Game for Team 3!,2022-07-23 11:54:59 PM,
15830,22,New Record for Team's Most Shots Blocked (15) in 1 Game for Team 22!,2022-07-23 11:55:03 PM,
15831,10,New Record for Team's Most Hits (34) in 1 Game for Team 10!,2022-07-23 11:55:03 PM,
15832,1,New Record for Team's Most Penalties Minutes (27) in 1 Game for Team 1!,2022-07-23 11:55:04 PM,
15833,3,New Record for Team's Most Penalties Minutes (23) in 1 Game for Team 3!,2022-07-23 11:55:04 PM,
15834,16,New Record for Team's Most Hits (30) in 1 Game for Team 16!,2022-07-23 11:55:07 PM,
15835,5,New Record for Team's Most Shots (40) in 1 Game for Team 5!,2022-07-23 11:55:08 PM,
15836,14,New Record for Team's Most Penalties Minutes (12) in 1 Game for Team 14!,2022-07-23 11:55:09 PM,
15837,17,New Record for Team's Most Shots (32) in 1 Game for Team 17!,2022-07-23 11:55:12 PM,
15838,21,New Record for Team's Most Shots Blocked (13) in 1 Game for Team 21!,2022-07-23 11:55:12 PM,
15839,16,New Record for Team's Most Shots (41) in 1 Game for Team 16!,2022-07-23 11:55:15 PM,
15840,1,New Record for Team's Most Goals (7) in 1 Game for Team 1!,2022-07-23 11:55:15 PM,
15841,1,New Record for Team's Most Points (16) in 1 Game for Team 1!,2022-07-23 11:55:15 PM,
15842,23,New Record for Team's Most Shots Blocked (10) in 1 Game for Team 23!,2022-07-23 11:55:16 PM,
15843,19,New Record for Team's Most Hits (33) in 1 Game for Team 19!,2022-07-23 11:55:20 PM,
15844,7,New Record for Team's Most Shots Blocked (13) in 1 Game for Team 7!,2022-07-23 11:55:23 PM,
15845,18,New Record for Team's Most Hits (34) in 1 Game for Team 18!,2022-07-23 11:55:27 PM,
15846,23,New Record for Team's Most Shots Blocked (11) in 1 Game for Team 23!,2022-07-23 11:55:28 PM,
15847,23,New Record for Team's Most Hits (31) in 1 Game for Team 23!,2022-07-23 11:55:28 PM,
15848,17,New Record for Team's Most Shots (36) in 1 Game for Team 17!,2022-07-23 11:55:29 PM,
15849,19,New Record for Team's Most Shots Blocked (17) in 1 Game for Team 19!,2022-07-23 11:55:29 PM,
15850,11,New Record for Team's Most Shots Blocked (11) in 1 Game for Team 11!,2022-07-23 11:55:30 PM,
15851,23,New Record for Team's Most Hits (32) in 1 Game for Team 23!,2022-07-23 11:55:33 PM,
15852,9,New Record for Team's Most Hits (32) in 1 Game for Team 9!,2022-07-23 11:55:37 PM,
15853,13,New Record for Team's Most Penalties Minutes (27) in 1 Game for Team 13!,2022-07-23 11:55:38 PM,
15854,1,New Record for Team's Most Shots (39) in 1 Game for Team 1!,2022-07-23 11:55:39 PM,
15855,8,New Record for Team's Most Penalties Minutes (14) in 1 Game for Team 8!,2022-07-23 11:55:41 PM,
15856,3,New Record for Team's Most Hits (32) in 1 Game for Team 3!,2022-07-23 11:55:43 PM,
15857,17,New Record for Team's Most Penalties Minutes (18) in 1 Game for Team 17!,2022-07-23 11:55:43 PM,
15858,14,New Record for Team's Most Shots Blocked (16) in 1 Game for Team 14!,2022-07-23 11:55:45 PM,
15859,22,New Record for Team's Most Shots (32) in 1 Game for Team 22!,2022-07-23 11:55:46 PM,
15860,9,New Record for Team's Most Hits (33) in 1 Game for Team 9!,2022-07-23 11:55:47 PM,
15861,23,New Record for Team's Most Shots Blocked (17) in 1 Game for Team 23!,2022-07-23 11:55:48 PM,
15862,18,New Record for Team's Most Penalties Minutes (34) in 1 Game for Team 18!,2022-07-23 11:55:51 PM,
15863,18,New Record for Team's Most Penalties Minutes (34) in 1 Game for Team 18!,2022-07-23 11:55:51 PM,
15864,4,New Record for Team's Most Hits (43) in 1 Game for Team 4!,2022-07-23 11:55:52 PM,
15865,4,New Record for Team's Most Hits (43) in 1 Game for Team 4!,2022-07-23 11:55:52 PM,
15866,21,New Record for Team's Most Hits (37) in 1 Game for Team 21!,2022-07-23 11:55:53 PM,
15867,5,New Record for Team's Most Shots Blocked (18) in 1 Game for Team 5!,2022-07-23 11:55:54 PM,
15868,18,New Record for Team's Most Shots (46) in 1 Game for Team 18!,2022-07-23 11:55:58 PM,
15869,12,New Record for Team's Most Shots Blocked (13) in 1 Game for Team 12!,2022-07-23 11:55:58 PM,
15870,3,New Record for Team's Most Hits (36) in 1 Game for Team 3!,2022-07-23 11:55:58 PM,
15871,10,New Record for Team's Most Penalties Minutes (23) in 1 Game for Team 10!,2022-07-23 11:56:01 PM,
15872,8,New Record for Team's Most Shots Blocked (16) in 1 Game for Team 8!,2022-07-23 11:56:03 PM,
15873,17,New Record for Team's Most Hits (36) in 1 Game for Team 17!,2022-07-23 11:56:06 PM,
15874,9,New Record for Team's Most Shots Blocked (16) in 1 Game for Team 9!,2022-07-23 11:56:09 PM,
15875,15,New Record for Team's Most Shots Blocked (12) in 1 Game for Team 15!,2022-07-23 11:56:10 PM,
15876,21,New Record for Team's Most Assists (10) in 1 Game for Team 21!,2022-07-23 11:56:11 PM,
15877,21,New Record for Team's Most Points (15) in 1 Game for Team 21!,2022-07-23 11:56:11 PM,
15878,16,New Record for Team's Most Penalties Minutes (27) in 1 Game for Team 16!,2022-07-23 11:56:13 PM,
15879,10,New Record for Team's Most Hits (36) in 1 Game for Team 10!,2022-07-23 11:56:17 PM,
15880,22,New Record for Team's Most Assists (8) in 1 Game for Team 22!,2022-07-23 11:56:22 PM,
15881,22,New Record for Team's Most Points (12) in 1 Game for Team 22!,2022-07-23 11:56:22 PM,
15882,17,New Record for Team's Most Shots (37) in 1 Game for Team 17!,2022-07-23 11:56:25 PM,
15883,5,New Record for Team's Most Hits (35) in 1 Game for Team 5!,2022-07-23 11:56:26 PM,
15884,9,New Record for Team's Most Hits (35) in 1 Game for Team 9!,2022-07-23 11:56:26 PM,
15885,22,New Record for Team's Most Penalties Minutes (20) in 1 Game for Team 22!,2022-07-23 11:56:30 PM,
15886,24,New Record for Team's Most Shots (44) in 1 Game for Team 24!,2022-07-23 11:56:30 PM,
15887,20,New Record for Team's Most Shots Blocked (17) in 1 Game for Team 20!,2022-07-23 11:56:30 PM,
15888,7,New Record for Team's Most Shots (41) in 1 Game for Team 7!,2022-07-23 11:56:31 PM,
15889,18,New Record for Team's Most Hits (39) in 1 Game for Team 18!,2022-07-23 11:56:38 PM,
15890,11,New Record for Team's Most Shots Blocked (12) in 1 Game for Team 11!,2022-07-23 11:56:42 PM,
15891,6,New Record for Team's Most Shots Blocked (19) in 1 Game for Team 6!,2022-07-23 11:56:44 PM,
15892,1,New Record for Team's Most Shots (40) in 1 Game for Team 1!,2022-07-23 11:56:46 PM,
15893,12,New Record for Team's Most Hits (35) in 1 Game for Team 12!,2022-07-23 11:56:48 PM,
15894,22,New Record for Team's Most Shots (36) in 1 Game for Team 22!,2022-07-23 11:56:50 PM,
15895,16,New Record for Team's Most Hits (34) in 1 Game for Team 16!,2022-07-23 11:56:55 PM,
15896,14,New Record for Team's Most Penalties Minutes (14) in 1 Game for Team 14!,2022-07-23 11:57:00 PM,
15897,14,New Record for Team's Most Hits (36) in 1 Game for Team 14!,2022-07-23 11:57:00 PM,
15898,17,New Record for Team's Most Shots (43) in 1 Game for Team 17!,2022-07-23 11:57:00 PM,
15899,15,New Record for Team's Most Penalties Minutes (18) in 1 Game for Team 15!,2022-07-23 11:57:03 PM,
15900,17,New Record for Team's Most Goals (6) in 1 Game for Team 17!,2022-07-23 11:57:03 PM,
15901,17,New Record for Team's Most Assists (12) in 1 Game for Team 17!,2022-07-23 11:57:03 PM,
15902,17,New Record for Team's Most Points (18) in 1 Game for Team 17!,2022-07-23 11:57:03 PM,
15903,13,New Record for Team's Most Hits (40) in 1 Game for Team 13!,2022-07-23 11:57:20 PM,
