Number,Team,Transaction
14718,16,[2022-07-23 6:49:29 PM] - Harold Yang was added to Team 16.
14719,16,[2022-07-23 6:49:29 PM] - Darrell Plouffe was picked by Team 16 as the 1175 overall pick in the fantasy draft.
14720,13,[2022-07-23 6:49:29 PM] - Young Pearce was added to Team 13.
14721,13,[2022-07-23 6:49:29 PM] - Darrell Plouffe was picked by Team 13 as the 1176 overall pick in the fantasy draft.
14722,13,[2022-07-23 6:49:29 PM] - Will Ibarra was added to Team 13.
14723,13,[2022-07-23 6:49:29 PM] - Bryan Miller was picked by Team 13 as the 1177 overall pick in the fantasy draft.
14724,16,[2022-07-23 6:49:29 PM] - Elias Sanchez was added to Team 16.
14725,16,[2022-07-23 6:49:29 PM] - Bryan Miller was picked by Team 16 as the 1178 overall pick in the fantasy draft.
14726,10,[2022-07-23 6:49:29 PM] - Anton Harris was added to Team 10.
14727,10,[2022-07-23 6:49:29 PM] - Bryan Miller was picked by Team 10 as the 1179 overall pick in the fantasy draft.
14728,7,[2022-07-23 6:49:29 PM] - Bill Mcneil was added to Team 7.
14729,7,[2022-07-23 6:49:29 PM] - Bryan Miller was picked by Team 7 as the 1180 overall pick in the fantasy draft.
14730,3,[2022-07-23 6:49:29 PM] - Doug Marquez was added to Team 3.
14731,3,[2022-07-23 6:49:29 PM] - Bryan Miller was picked by Team 3 as the 1181 overall pick in the fantasy draft.
14732,15,[2022-07-23 6:49:29 PM] - Yaroslav Ryzhkova was added to Team 15.
14733,15,[2022-07-23 6:49:29 PM] - Bryan Miller was picked by Team 15 as the 1182 overall pick in the fantasy draft.
14734,17,[2022-07-23 6:49:29 PM] - Serge Mcbride was added to Team 17.
14735,17,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 17 as the 1183 overall pick in the fantasy draft.
14736,23,[2022-07-23 6:49:29 PM] - Kir Nazarova was added to Team 23.
14737,23,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 23 as the 1184 overall pick in the fantasy draft.
14738,19,[2022-07-23 6:49:29 PM] - Syed Chamberland was added to Team 19.
14739,19,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 19 as the 1185 overall pick in the fantasy draft.
14740,1,[2022-07-23 6:49:29 PM] - Otto Huseby was added to Team 1.
14741,1,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 1 as the 1186 overall pick in the fantasy draft.
14742,22,[2022-07-23 6:49:29 PM] - Carey Martel was added to Team 22.
14743,22,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 22 as the 1187 overall pick in the fantasy draft.
14744,2,[2022-07-23 6:49:29 PM] - Ravshan Solnyshko was added to Team 2.
14745,2,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 2 as the 1188 overall pick in the fantasy draft.
14746,6,[2022-07-23 6:49:29 PM] - Mark Simon was added to Team 6.
14747,6,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 6 as the 1189 overall pick in the fantasy draft.
14748,24,[2022-07-23 6:49:29 PM] - Winston Rondeau was added to Team 24.
14749,24,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 24 as the 1190 overall pick in the fantasy draft.
14750,18,[2022-07-23 6:49:29 PM] - Chuck Mitchell was added to Team 18.
14751,18,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 18 as the 1191 overall pick in the fantasy draft.
14752,14,[2022-07-23 6:49:29 PM] - Malcolm Baril was added to Team 14.
14753,14,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 14 as the 1192 overall pick in the fantasy draft.
14754,5,[2022-07-23 6:49:29 PM] - Ahti Nikula was added to Team 5.
14755,5,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 5 as the 1193 overall pick in the fantasy draft.
14756,12,[2022-07-23 6:49:29 PM] - Gerardo Roach was added to Team 12.
14757,12,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 12 as the 1194 overall pick in the fantasy draft.
14758,9,[2022-07-23 6:49:29 PM] - Moritz Heck was added to Team 9.
14759,9,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 9 as the 1195 overall pick in the fantasy draft.
14760,20,[2022-07-23 6:49:29 PM] - Ruzil Sidorova was added to Team 20.
14761,20,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 20 as the 1196 overall pick in the fantasy draft.
14762,11,[2022-07-23 6:49:29 PM] - Ricky Lake was added to Team 11.
14763,11,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 11 as the 1197 overall pick in the fantasy draft.
14764,21,[2022-07-23 6:49:29 PM] - Anton Mackinnon was added to Team 21.
14765,21,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 21 as the 1198 overall pick in the fantasy draft.
14766,8,[2022-07-23 6:49:29 PM] - Wallace Boyle was added to Team 8.
14767,8,[2022-07-23 6:49:29 PM] - Jeremy Clarke was picked by Team 8 as the 1199 overall pick in the fantasy draft.
14768,4,[2022-07-23 6:49:29 PM] - Thomas Ask was added to Team 4.
14769,4,[2022-07-23 6:49:29 PM] - Jeremy Clarke was picked by Team 4 as the 1200 overall pick in the fantasy draft.
14770,4,[2022-07-23 6:49:29 PM] - Eskil Elfstrom was added to Team 4.
14771,4,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 4 as the 1201 overall pick in the fantasy draft.
14772,8,[2022-07-23 6:49:29 PM] - Jean-Philippe Brunel was added to Team 8.
14773,8,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 8 as the 1202 overall pick in the fantasy draft.
14774,21,[2022-07-23 6:49:29 PM] - Evan Turcotte was added to Team 21.
14775,21,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 21 as the 1203 overall pick in the fantasy draft.
14776,11,[2022-07-23 6:49:29 PM] - Al Berube was added to Team 11.
14777,11,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 11 as the 1204 overall pick in the fantasy draft.
14778,20,[2022-07-23 6:49:29 PM] - Lance Mcclain was added to Team 20.
14779,20,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 20 as the 1205 overall pick in the fantasy draft.
14780,9,[2022-07-23 6:49:29 PM] - Vincent Radova was added to Team 9.
14781,9,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 9 as the 1206 overall pick in the fantasy draft.
14782,12,[2022-07-23 6:49:29 PM] - Teuvo Launonen was added to Team 12.
14783,12,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 12 as the 1207 overall pick in the fantasy draft.
14784,5,[2022-07-23 6:49:29 PM] - Jan-Ake Back was added to Team 5.
14785,5,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 5 as the 1208 overall pick in the fantasy draft.
14786,14,[2022-07-23 6:49:29 PM] - Grant Gray was added to Team 14.
14787,14,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 14 as the 1209 overall pick in the fantasy draft.
14788,18,[2022-07-23 6:49:29 PM] - Jim Orr was added to Team 18.
14789,18,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 18 as the 1210 overall pick in the fantasy draft.
14790,24,[2022-07-23 6:49:29 PM] - Esa Hallen was added to Team 24.
14791,24,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 24 as the 1211 overall pick in the fantasy draft.
14792,6,[2022-07-23 6:49:29 PM] - Owe Nygren was added to Team 6.
14793,6,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 6 as the 1212 overall pick in the fantasy draft.
14794,2,[2022-07-23 6:49:29 PM] - Angus Harwood was added to Team 2.
14795,2,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 2 as the 1213 overall pick in the fantasy draft.
14796,22,[2022-07-23 6:49:29 PM] - Felipe Barber was added to Team 22.
14797,22,[2022-07-23 6:49:29 PM] - Yannick Cousineau was picked by Team 22 as the 1214 overall pick in the fantasy draft.
14798,1,[2022-07-23 6:49:29 PM] - Al Simpson was added to Team 1.
14799,1,[2022-07-23 6:49:29 PM] - Jeremy Clarke was picked by Team 1 as the 1215 overall pick in the fantasy draft.
14800,19,[2022-07-23 6:49:29 PM] - Geoff Thibeault was added to Team 19.
14801,19,[2022-07-23 6:49:29 PM] - Jeremy Clarke was picked by Team 19 as the 1216 overall pick in the fantasy draft.
14802,23,[2022-07-23 6:49:29 PM] - Zurab Agafonov was added to Team 23.
14803,23,[2022-07-23 6:49:29 PM] - Jeremy Clarke was picked by Team 23 as the 1217 overall pick in the fantasy draft.
14804,17,[2022-07-23 6:49:29 PM] - Anatolij Mayorov was added to Team 17.
14805,17,[2022-07-23 6:49:29 PM] - Jeremy Clarke was picked by Team 17 as the 1218 overall pick in the fantasy draft.
14806,15,[2022-07-23 6:49:29 PM] - Karl Mccarthy was added to Team 15.
14807,15,[2022-07-23 6:49:29 PM] - Jeremy Clarke was picked by Team 15 as the 1219 overall pick in the fantasy draft.
14808,3,[2022-07-23 6:49:29 PM] - Dron Nikiforova was added to Team 3.
14809,3,[2022-07-23 6:49:29 PM] - Jeremy Clarke was picked by Team 3 as the 1220 overall pick in the fantasy draft.
14810,7,[2022-07-23 6:49:29 PM] - Paul Wilkins was added to Team 7.
14811,7,[2022-07-23 6:49:29 PM] - Jeremy Clarke was picked by Team 7 as the 1221 overall pick in the fantasy draft.
14812,10,[2022-07-23 6:49:29 PM] - Jean-Pierre Nadeau was added to Team 10.
14813,10,[2022-07-23 6:49:29 PM] - Jeremy Clarke was picked by Team 10 as the 1222 overall pick in the fantasy draft.
14814,16,[2022-07-23 6:49:29 PM] - Jan Rydberg was added to Team 16.
14815,16,[2022-07-23 6:49:29 PM] - Jeremy Clarke was picked by Team 16 as the 1223 overall pick in the fantasy draft.
14816,13,[2022-07-23 6:49:29 PM] - Richard Hellsten was added to Team 13.
14817,13,[2022-07-23 6:49:29 PM] - Jeremy Clarke was picked by Team 13 as the 1224 overall pick in the fantasy draft.
14818,13,[2022-07-23 6:49:29 PM] - Tommy Klein was added to Team 13.
14819,13,[2022-07-23 6:49:29 PM] - Lorenzo Ortiz was picked by Team 13 as the 1225 overall pick in the fantasy draft.
14820,16,[2022-07-23 6:49:29 PM] - Mohammad Joseph was added to Team 16.
14821,16,[2022-07-23 6:49:29 PM] - Lorenzo Ortiz was picked by Team 16 as the 1226 overall pick in the fantasy draft.
14822,10,[2022-07-23 6:49:29 PM] - Jean-Francois Lafrance was added to Team 10.
14823,10,[2022-07-23 6:49:29 PM] - Lorenzo Ortiz was picked by Team 10 as the 1227 overall pick in the fantasy draft.
14824,7,[2022-07-23 6:49:29 PM] - Norman Hughes was added to Team 7.
14825,7,[2022-07-23 6:49:29 PM] - Herman Plamondon was picked by Team 7 as the 1228 overall pick in the fantasy draft.
14826,3,[2022-07-23 6:49:29 PM] - Melvin Lara was added to Team 3.
14827,3,[2022-07-23 6:49:29 PM] - Herman Plamondon was picked by Team 3 as the 1229 overall pick in the fantasy draft.
14828,15,[2022-07-23 6:49:29 PM] - Alexander Shah was added to Team 15.
14829,15,[2022-07-23 6:49:29 PM] - Herman Plamondon was picked by Team 15 as the 1230 overall pick in the fantasy draft.
14830,17,[2022-07-23 6:49:29 PM] - Oliver Martinez was added to Team 17.
14831,17,[2022-07-23 6:49:29 PM] - Herman Plamondon was picked by Team 17 as the 1231 overall pick in the fantasy draft.
14832,23,[2022-07-23 6:49:29 PM] - Derrick Stone was added to Team 23.
14833,23,[2022-07-23 6:49:29 PM] - Herman Plamondon was picked by Team 23 as the 1232 overall pick in the fantasy draft.
14834,19,[2022-07-23 6:49:29 PM] - Joerg Miller was added to Team 19.
14835,19,[2022-07-23 6:49:29 PM] - Herman Plamondon was picked by Team 19 as the 1233 overall pick in the fantasy draft.
14836,1,[2022-07-23 6:49:29 PM] - Isaac Jacques was added to Team 1.
14837,1,[2022-07-23 6:49:29 PM] - Herman Plamondon was picked by Team 1 as the 1234 overall pick in the fantasy draft.
14838,22,[2022-07-23 6:49:29 PM] - Lasse Lundberg was added to Team 22.
14839,22,[2022-07-23 6:49:29 PM] - Herman Plamondon was picked by Team 22 as the 1235 overall pick in the fantasy draft.
14840,2,[2022-07-23 6:49:29 PM] - Mel Mccormick was added to Team 2.
14841,2,[2022-07-23 6:49:29 PM] - Herman Plamondon was picked by Team 2 as the 1236 overall pick in the fantasy draft.
14842,6,[2022-07-23 6:49:29 PM] - Andrew Clarke was added to Team 6.
14843,6,[2022-07-23 6:49:29 PM] - Herman Plamondon was picked by Team 6 as the 1237 overall pick in the fantasy draft.
14844,24,[2022-07-23 6:49:29 PM] - Steeve Ladouceur was added to Team 24.
14845,24,[2022-07-23 6:49:29 PM] - Herman Plamondon was picked by Team 24 as the 1238 overall pick in the fantasy draft.
14846,18,[2022-07-23 6:49:29 PM] - Stephen Cordova was added to Team 18.
14847,18,[2022-07-23 6:49:29 PM] - Hermod Arentoft was picked by Team 18 as the 1239 overall pick in the fantasy draft.
14848,14,[2022-07-23 6:49:29 PM] - Geo Lavigne was added to Team 14.
14849,14,[2022-07-23 6:49:29 PM] - Hermod Arentoft was picked by Team 14 as the 1240 overall pick in the fantasy draft.
14850,5,[2022-07-23 6:49:29 PM] - Trent Lemieux was added to Team 5.
14851,5,[2022-07-23 6:49:29 PM] - Hermod Arentoft was picked by Team 5 as the 1241 overall pick in the fantasy draft.
14852,12,[2022-07-23 6:49:29 PM] - Muhammed Webb was added to Team 12.
14853,12,[2022-07-23 6:49:29 PM] - Hermod Arentoft was picked by Team 12 as the 1242 overall pick in the fantasy draft.
14854,9,[2022-07-23 6:49:29 PM] - Tim Davidson was added to Team 9.
14855,9,[2022-07-23 6:49:29 PM] - Hermod Arentoft was picked by Team 9 as the 1243 overall pick in the fantasy draft.
14856,20,[2022-07-23 6:49:29 PM] - Ilja Klimova was added to Team 20.
14857,20,[2022-07-23 6:49:29 PM] - Hermod Arentoft was picked by Team 20 as the 1244 overall pick in the fantasy draft.
14858,11,[2022-07-23 6:49:29 PM] - Ross Hamelin was added to Team 11.
14859,11,[2022-07-23 6:49:29 PM] - Hermod Arentoft was picked by Team 11 as the 1245 overall pick in the fantasy draft.
14860,21,[2022-07-23 6:49:29 PM] - Alfons Staub was added to Team 21.
14861,21,[2022-07-23 6:49:29 PM] - Hermod Arentoft was picked by Team 21 as the 1246 overall pick in the fantasy draft.
14862,8,[2022-07-23 6:49:29 PM] - Billy Stark was added to Team 8.
14863,8,[2022-07-23 6:49:29 PM] - Carlo Legault was picked by Team 8 as the 1247 overall pick in the fantasy draft.
14864,4,[2022-07-23 6:49:29 PM] - Malik Mikhaylenko was added to Team 4.
14865,4,[2022-07-23 6:49:29 PM] - Carlo Legault was picked by Team 4 as the 1248 overall pick in the fantasy draft.
14866,4,[2022-07-23 6:49:29 PM] - Levs Silins was added to Team 4.
14867,4,[2022-07-23 6:49:29 PM] - Levs Silins was picked by Team 4 as the 1249 overall pick in the fantasy draft.
14868,8,[2022-07-23 6:49:29 PM] - Grzegorz Kjellsson was added to Team 8.
14869,8,[2022-07-23 6:49:29 PM] - Jeremy Clarke was picked by Team 8 as the 1250 overall pick in the fantasy draft.
14870,21,[2022-07-23 6:49:29 PM] - Carlo Hansen was added to Team 21.
14871,21,[2022-07-23 6:49:29 PM] - Jeremy Clarke was picked by Team 21 as the 1251 overall pick in the fantasy draft.
14872,11,[2022-07-23 6:49:29 PM] - Lorenzo Wood was added to Team 11.
14873,11,[2022-07-23 6:49:29 PM] - Jeremy Clarke was picked by Team 11 as the 1252 overall pick in the fantasy draft.
14874,20,[2022-07-23 6:49:29 PM] - Marco Lapointe was added to Team 20.
14875,20,[2022-07-23 6:49:29 PM] - Jeremy Clarke was picked by Team 20 as the 1253 overall pick in the fantasy draft.
14876,9,[2022-07-23 6:49:29 PM] - Garnet Becker was added to Team 9.
14877,9,[2022-07-23 6:49:29 PM] - Jeremy Clarke was picked by Team 9 as the 1254 overall pick in the fantasy draft.
14878,12,[2022-07-23 6:49:29 PM] - Mikhail Pozdnyakov was added to Team 12.
14879,12,[2022-07-23 6:49:29 PM] - Jeremy Clarke was picked by Team 12 as the 1255 overall pick in the fantasy draft.
14880,5,[2022-07-23 6:49:29 PM] - Harry Hogan was added to Team 5.
14881,5,[2022-07-23 6:49:29 PM] - Jeremy Clarke was picked by Team 5 as the 1256 overall pick in the fantasy draft.
14882,14,[2022-07-23 6:49:29 PM] - Jesper Hietikko was added to Team 14.
14883,14,[2022-07-23 6:49:29 PM] - Jeremy Clarke was picked by Team 14 as the 1257 overall pick in the fantasy draft.
14884,18,[2022-07-23 6:49:29 PM] - Lars-Goran Ahlberg was added to Team 18.
14885,18,[2022-07-23 6:49:29 PM] - Jeremy Clarke was picked by Team 18 as the 1258 overall pick in the fantasy draft.
14886,24,[2022-07-23 6:49:29 PM] - Romeo Brisebois was added to Team 24.
14887,24,[2022-07-23 6:49:29 PM] - Jeremy Clarke was picked by Team 24 as the 1259 overall pick in the fantasy draft.
14888,6,[2022-07-23 6:49:29 PM] - Fred Zhao was added to Team 6.
14889,6,[2022-07-23 6:49:29 PM] - Jeremy Clarke was picked by Team 6 as the 1260 overall pick in the fantasy draft.
14890,2,[2022-07-23 6:49:29 PM] - Aulis Tuukkanen was added to Team 2.
14891,2,[2022-07-23 6:49:29 PM] - Jeremy Clarke was picked by Team 2 as the 1261 overall pick in the fantasy draft.
14892,22,[2022-07-23 6:49:29 PM] - Clinton Cunningham was added to Team 22.
14893,22,[2022-07-23 6:49:29 PM] - Darrell Plouffe was picked by Team 22 as the 1262 overall pick in the fantasy draft.
14894,1,[2022-07-23 6:49:29 PM] - Pat Todd was added to Team 1.
14895,1,[2022-07-23 6:49:29 PM] - Darrell Plouffe was picked by Team 1 as the 1263 overall pick in the fantasy draft.
14896,19,[2022-07-23 6:49:29 PM] - David Haapasalo was added to Team 19.
14897,19,[2022-07-23 6:49:29 PM] - Darrell Plouffe was picked by Team 19 as the 1264 overall pick in the fantasy draft.
14898,23,[2022-07-23 6:49:29 PM] - Teuvo Pyykkonen was added to Team 23.
14899,23,[2022-07-23 6:49:29 PM] - Darrell Plouffe was picked by Team 23 as the 1265 overall pick in the fantasy draft.
14900,17,[2022-07-23 6:49:29 PM] - Jerome Woodard was added to Team 17.
14901,17,[2022-07-23 6:49:29 PM] - Darrell Plouffe was picked by Team 17 as the 1266 overall pick in the fantasy draft.
14902,15,[2022-07-23 6:49:29 PM] - Hannu Pirhonen was added to Team 15.
14903,15,[2022-07-23 6:49:29 PM] - Darrell Plouffe was picked by Team 15 as the 1267 overall pick in the fantasy draft.
14904,3,[2022-07-23 6:49:29 PM] - Ghislain Robertson was added to Team 3.
14905,3,[2022-07-23 6:49:29 PM] - Darrell Plouffe was picked by Team 3 as the 1268 overall pick in the fantasy draft.
14906,7,[2022-07-23 6:49:29 PM] - Jimmie Lundborg was added to Team 7.
14907,7,[2022-07-23 6:49:29 PM] - Darrell Plouffe was picked by Team 7 as the 1269 overall pick in the fantasy draft.
14908,10,[2022-07-23 6:49:29 PM] - Ayur Semenova was added to Team 10.
14909,10,[2022-07-23 6:49:29 PM] - Darrell Plouffe was picked by Team 10 as the 1270 overall pick in the fantasy draft.
14910,16,[2022-07-23 6:49:29 PM] - Jean-Francois Peters was added to Team 16.
14911,16,[2022-07-23 6:49:29 PM] - Darrell Plouffe was picked by Team 16 as the 1271 overall pick in the fantasy draft.
14912,13,[2022-07-23 6:49:29 PM] - Vanka Noskova was added to Team 13.
14913,13,[2022-07-23 6:49:29 PM] - Darrell Plouffe was picked by Team 13 as the 1272 overall pick in the fantasy draft.
14914,13,[2022-07-23 6:49:29 PM] - Bo Meyer was added to Team 13.
14915,13,[2022-07-23 6:49:29 PM] - Darrell Plouffe was picked by Team 13 as the 1273 overall pick in the fantasy draft.
14916,16,[2022-07-23 6:49:29 PM] - Marcus Asselin was added to Team 16.
14917,16,[2022-07-23 6:49:29 PM] - Darrell Plouffe was picked by Team 16 as the 1274 overall pick in the fantasy draft.
14918,10,[2022-07-23 6:49:29 PM] - Yusup Filimonov was added to Team 10.
14919,10,[2022-07-23 6:49:29 PM] - Darrell Plouffe was picked by Team 10 as the 1275 overall pick in the fantasy draft.
14920,7,[2022-07-23 6:49:29 PM] - Lance Miles was added to Team 7.
14921,7,[2022-07-23 6:49:29 PM] - Darrell Plouffe was picked by Team 7 as the 1276 overall pick in the fantasy draft.
14922,3,[2022-07-23 6:49:30 PM] - Kirk Prince was added to Team 3.
14923,3,[2022-07-23 6:49:30 PM] - Darrell Plouffe was picked by Team 3 as the 1277 overall pick in the fantasy draft.
14924,15,[2022-07-23 6:49:30 PM] - Marcin Mather was added to Team 15.
14925,15,[2022-07-23 6:49:30 PM] - Darrell Plouffe was picked by Team 15 as the 1278 overall pick in the fantasy draft.
14926,17,[2022-07-23 6:49:30 PM] - Grant Faucher was added to Team 17.
14927,17,[2022-07-23 6:49:30 PM] - Darrell Plouffe was picked by Team 17 as the 1279 overall pick in the fantasy draft.
14928,23,[2022-07-23 6:49:30 PM] - Demyan Maltsev was added to Team 23.
14929,23,[2022-07-23 6:49:30 PM] - Darrell Plouffe was picked by Team 23 as the 1280 overall pick in the fantasy draft.
14930,19,[2022-07-23 6:49:30 PM] - Jean-Luc Huard was added to Team 19.
14931,19,[2022-07-23 6:49:30 PM] - Darrell Plouffe was picked by Team 19 as the 1281 overall pick in the fantasy draft.
14932,1,[2022-07-23 6:49:30 PM] - Javier Humphrey was added to Team 1.
14933,1,[2022-07-23 6:49:30 PM] - Darrell Plouffe was picked by Team 1 as the 1282 overall pick in the fantasy draft.
14934,22,[2022-07-23 6:49:30 PM] - Matt Enns was added to Team 22.
14935,22,[2022-07-23 6:49:30 PM] - Darrell Plouffe was picked by Team 22 as the 1283 overall pick in the fantasy draft.
14936,2,[2022-07-23 6:49:30 PM] - Genadiy Zinchenko was added to Team 2.
14937,2,[2022-07-23 6:49:30 PM] - Darrell Plouffe was picked by Team 2 as the 1284 overall pick in the fantasy draft.
14938,6,[2022-07-23 6:49:30 PM] - Jonas Kravec was added to Team 6.
14939,6,[2022-07-23 6:49:30 PM] - Darrell Plouffe was picked by Team 6 as the 1285 overall pick in the fantasy draft.
14940,24,[2022-07-23 6:49:30 PM] - Josef Ramstrom was added to Team 24.
14941,24,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 24 as the 1286 overall pick in the fantasy draft.
14942,18,[2022-07-23 6:49:30 PM] - Rafael Riemer was added to Team 18.
14943,18,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 18 as the 1287 overall pick in the fantasy draft.
14944,14,[2022-07-23 6:49:30 PM] - Dimitriy Rodionova was added to Team 14.
14945,14,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 14 as the 1288 overall pick in the fantasy draft.
14946,5,[2022-07-23 6:49:30 PM] - Felix Little was added to Team 5.
14947,5,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 5 as the 1289 overall pick in the fantasy draft.
14948,12,[2022-07-23 6:49:30 PM] - Alim Simonova was added to Team 12.
14949,12,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 12 as the 1290 overall pick in the fantasy draft.
14950,9,[2022-07-23 6:49:30 PM] - Devon Cook was added to Team 9.
14951,9,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 9 as the 1291 overall pick in the fantasy draft.
14952,20,[2022-07-23 6:49:30 PM] - Antonio Buchanan was added to Team 20.
14953,20,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 20 as the 1292 overall pick in the fantasy draft.
14954,11,[2022-07-23 6:49:30 PM] - Tariq Golding was added to Team 11.
14955,11,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 11 as the 1293 overall pick in the fantasy draft.
14956,21,[2022-07-23 6:49:30 PM] - Herman Adamcikova was added to Team 21.
14957,21,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 21 as the 1294 overall pick in the fantasy draft.
14958,8,[2022-07-23 6:49:30 PM] - Stano Galko was added to Team 8.
14959,8,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 8 as the 1295 overall pick in the fantasy draft.
14960,4,[2022-07-23 6:49:30 PM] - Renat Khachukaev was added to Team 4.
14961,4,[2022-07-23 6:49:30 PM] - Lawrence Nichols was picked by Team 4 as the 1296 overall pick in the fantasy draft.
14962,4,[2022-07-23 6:49:30 PM] - Steve Jean was added to Team 4.
14963,4,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 4 as the 1297 overall pick in the fantasy draft.
14964,8,[2022-07-23 6:49:30 PM] - Robert Sundqvist was added to Team 8.
14965,8,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 8 as the 1298 overall pick in the fantasy draft.
14966,21,[2022-07-23 6:49:30 PM] - Rasmus Lahdenpera was added to Team 21.
14967,21,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 21 as the 1299 overall pick in the fantasy draft.
14968,11,[2022-07-23 6:49:30 PM] - Ken Mcdonald was added to Team 11.
14969,11,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 11 as the 1300 overall pick in the fantasy draft.
14970,20,[2022-07-23 6:49:30 PM] - Darrell Austin was added to Team 20.
14971,20,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 20 as the 1301 overall pick in the fantasy draft.
14972,9,[2022-07-23 6:49:30 PM] - Emil Krasnov was added to Team 9.
14973,9,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 9 as the 1302 overall pick in the fantasy draft.
14974,12,[2022-07-23 6:49:30 PM] - Steeve Huard was added to Team 12.
14975,12,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 12 as the 1303 overall pick in the fantasy draft.
14976,5,[2022-07-23 6:49:30 PM] - Thanh Hall was added to Team 5.
14977,5,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 5 as the 1304 overall pick in the fantasy draft.
14978,14,[2022-07-23 6:49:30 PM] - Ed Miranda was added to Team 14.
14979,14,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 14 as the 1305 overall pick in the fantasy draft.
14980,18,[2022-07-23 6:49:30 PM] - Mathew Wood was added to Team 18.
14981,18,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 18 as the 1306 overall pick in the fantasy draft.
14982,24,[2022-07-23 6:49:30 PM] - Jarmo Bjorling was added to Team 24.
14983,24,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 24 as the 1307 overall pick in the fantasy draft.
14984,6,[2022-07-23 6:49:30 PM] - Gabriel Stanley was added to Team 6.
14985,6,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 6 as the 1308 overall pick in the fantasy draft.
14986,2,[2022-07-23 6:49:30 PM] - Ernie Roach was added to Team 2.
14987,2,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 2 as the 1309 overall pick in the fantasy draft.
14988,22,[2022-07-23 6:49:30 PM] - Jonathan Valdez was added to Team 22.
14989,22,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 22 as the 1310 overall pick in the fantasy draft.
14990,1,[2022-07-23 6:49:30 PM] - Jean-Paul Hebert was added to Team 1.
14991,1,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 1 as the 1311 overall pick in the fantasy draft.
14992,19,[2022-07-23 6:49:30 PM] - Arkadiy Rakhimzhanova was added to Team 19.
14993,19,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 19 as the 1312 overall pick in the fantasy draft.
