Number,Transaction,DateTime,Empty
24817,Jerry Barnes average salary was modified from $3-751-481 to $3-225-019.,2022-07-24 2:57:22 PM,
24818,Edmond Gregory average salary was modified from $4-000-000 to $4-000-000.,2022-07-24 2:57:22 PM,
24819,Teuvo Kulju average salary was modified from $2-127-648 to $3-411-157.,2022-07-24 2:57:22 PM,
24820,Andres Bright average salary was modified from $2-043-940 to $2-706-828.,2022-07-24 2:57:22 PM,
24821,Alfred Fields average salary was modified from $0 to $4-000-000.,2022-07-24 2:57:22 PM,
24822,Luc Stone average salary was modified from $1-819-380 to $2-613-452.,2022-07-24 2:57:22 PM,
24823,Antonio Day average salary was modified from $3-504-135 to $3-965-646.,2022-07-24 2:57:22 PM,
24824,Bruno Gillberg average salary was modified from $3-650-187 to $4-000-000.,2022-07-24 2:57:22 PM,
24825,Gabriel Henn average salary was modified from $0 to $4-000-000.,2022-07-24 2:57:22 PM,
24826,Wes Maltais average salary was modified from $2-523-191 to $3-512-609.,2022-07-24 2:57:22 PM,
24827,Tyler Hewitt average salary was modified from $0 to $4-000-000.,2022-07-24 2:57:22 PM,
24828,Valerka Usova average salary was modified from $3-923-109 to $3-635-105.,2022-07-24 2:57:22 PM,
24829,Zhaxylyk Kolesnikova average salary was modified from $2-234-159 to $3-498-893.,2022-07-24 2:57:22 PM,
24830,Klemens Schone average salary was modified from $4-000-000 to $4-000-000.,2022-07-24 2:57:22 PM,
24831,Stanley Chambers average salary was modified from $3-992-244 to $2-715-190.,2022-07-24 2:57:22 PM,
24832,Alex Bergman average salary was modified from $4-000-000 to $4-000-000.,2022-07-24 2:57:22 PM,
24833,Gregory Horner average salary was modified from $4-000-000 to $4-000-000.,2022-07-24 2:57:22 PM,
24834,Paul Lang average salary was modified from $1-394-976 to $1-751-242.,2022-07-24 2:57:22 PM,
24835,Carl Turnbull average salary was modified from $2-159-497 to $2-988-274.,2022-07-24 2:57:22 PM,
24836,Ernest Deschenes average salary was modified from $2-440-295 to $3-220-113.,2022-07-24 2:57:22 PM,
24837,Nigel Morrison average salary was modified from $1-374-242 to $1-334-531.,2022-07-24 2:57:22 PM,
24838,Khaled Mohammadi average salary was modified from $2-560-027 to $3-831-691.,2022-07-24 2:57:22 PM,
24839,Ian Zhao average salary was modified from $3-118-567 to $3-840-199.,2022-07-24 2:57:22 PM,
24840,Josh Hutchinson average salary was modified from $2-541-036 to $4-000-000.,2022-07-24 2:57:22 PM,
24841,Random Salary Function has been run.,2022-07-24 2:57:22 PM,
24842,Random Contract Length Function has been run.,2022-07-24 2:57:22 PM,
24843,Pro Schedule has been created.,2022-07-24 2:57:42 PM,
24844,Pro Schedule has been created.,2022-07-24 2:57:44 PM,
24845,Pro Schedule has been created.,2022-07-24 2:57:46 PM,
24846,Pro Schedule has been created.,2022-07-24 2:57:47 PM,
24847,Pro Schedule has been created.,2022-07-24 2:57:49 PM,
24848,Pro Schedule has been created.,2022-07-24 2:57:50 PM,
24849,Pro Schedule has been created.,2022-07-24 2:57:52 PM,
24850,Pro Schedule has been created.,2022-07-24 2:58:05 PM,
24851,Pro Schedule has been created.,2022-07-24 2:58:07 PM,
24852,Pro Schedule has been created.,2022-07-24 2:58:09 PM,
24853,Farm Schedule has been created.,2022-07-24 2:58:23 PM,
24854,Farm Schedule has been created.,2022-07-24 2:58:36 PM,
24855,Farm Schedule has been created.,2022-07-24 2:58:39 PM,
24856,Farm Schedule has been created.,2022-07-24 2:59:23 PM,
24857,Season #3 has started!,2022-07-24 3:01:29 PM,
24858,New Record for Team's Most Shots Blocked (22) in 1 Game for Team 9!,2022-07-24 3:02:30 PM,
24859,New Record for Team's Most Shots Blocked (22) in 1 Game for Team 9!,2022-07-24 3:02:30 PM,
24860,Farm Team 1 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:38 PM,
24861,Both Team 2 and Farm Team 2 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:38 PM,
24862,Team 4 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:38 PM,
24863,Both Team 5 and Farm Team 5 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:38 PM,
24864,Team 7 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:38 PM,
24865,Farm Team 8 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:38 PM,
24866,Both Team 9 and Farm Team 9 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:38 PM,
24867,Team 10 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:38 PM,
24868,Farm Team 12 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:38 PM,
24869,Both Team 13 and Farm Team 13 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:38 PM,
24870,Team 14 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:38 PM,
24871,Both Team 16 and Farm Team 16 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:38 PM,
24872,Farm Team 17 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:38 PM,
24873,Team 18 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:38 PM,
24874,Team 19 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:38 PM,
24875,Farm Team 20 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:38 PM,
24876,Farm Team 21 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:38 PM,
24877,Team 23 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:38 PM,
24878,Farm Team 24 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:38 PM,
24879,Team 1 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:48 PM,
24880,Both Team 3 and Farm Team 3 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:48 PM,
24881,Both Team 6 and Farm Team 6 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:48 PM,
24882,Farm Team 7 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:48 PM,
24883,Team 8 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:48 PM,
24884,Farm Team 10 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:48 PM,
24885,Both Team 11 and Farm Team 11 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:48 PM,
24886,Team 12 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:48 PM,
24887,Farm Team 14 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:48 PM,
24888,Both Team 15 and Farm Team 15 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:48 PM,
24889,Team 17 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:48 PM,
24890,Team 20 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:48 PM,
24891,Team 21 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:48 PM,
24892,Both Team 22 and Farm Team 22 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:48 PM,
24893,Team 24 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:48 PM,
24894,Both Team 1 and Farm Team 1 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:54 PM,
24895,Team 2 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:54 PM,
24896,Team 3 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:54 PM,
24897,Both Team 4 and Farm Team 4 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:54 PM,
24898,Both Team 5 and Farm Team 5 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:54 PM,
24899,Team 7 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:54 PM,
24900,Both Team 9 and Farm Team 9 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:54 PM,
24901,Team 10 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:54 PM,
24902,Farm Team 12 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:54 PM,
24903,Farm Team 13 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:54 PM,
24904,Team 14 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:54 PM,
24905,Team 16 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:54 PM,
24906,Farm Team 17 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:54 PM,
24907,Both Team 18 and Farm Team 18 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:54 PM,
24908,Farm Team 19 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:54 PM,
24909,Farm Team 21 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:54 PM,
24910,Both Team 23 and Farm Team 23 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:54 PM,
24911,Farm Team 24 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:54 PM,
24912,Farm Game #19 - Kyle Carter from Farm Team 15 has scored a Hat Trick!,2022-07-24 3:02:56 PM,
24913,Farm Team 3 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:58 PM,
24914,Team 5 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:58 PM,
24915,Both Team 6 and Farm Team 6 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:58 PM,
24916,Farm Team 7 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:58 PM,
24917,Team 8 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:58 PM,
24918,Farm Team 10 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:58 PM,
24919,Both Team 11 and Farm Team 11 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:58 PM,
24920,Team 12 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:58 PM,
24921,Team 13 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:58 PM,
24922,Farm Team 14 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:58 PM,
24923,Both Team 15 and Farm Team 15 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:58 PM,
24924,Farm Team 16 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:58 PM,
24925,Team 17 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:58 PM,
24926,Team 20 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:58 PM,
24927,Team 21 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:58 PM,
24928,Team 22 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:58 PM,
24929,Team 24 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:02:58 PM,
24930,Farm Game #23 - Game Misconduct to Gerardo Roach,2022-07-24 3:03:00 PM,
24931,New Record for Team's Most Shots (46) in 1 Game for Team 9!,2022-07-24 3:03:02 PM,
24932,Team 1 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:02 PM,
24933,Farm Team 2 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:02 PM,
24934,Both Team 4 and Farm Team 4 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:02 PM,
24935,Team 7 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:02 PM,
24936,Team 9 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:02 PM,
24937,Farm Team 12 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:02 PM,
24938,Team 13 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:02 PM,
24939,Farm Team 16 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:02 PM,
24940,Team 17 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:02 PM,
24941,Both Team 18 and Farm Team 18 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:02 PM,
24942,Both Team 19 and Farm Team 19 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:02 PM,
24943,Farm Team 20 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:02 PM,
24944,Farm Team 23 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:02 PM,
24945,Both Team 2 and Farm Team 2 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:06 PM,
24946,Team 3 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:06 PM,
24947,Team 6 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:06 PM,
24948,Farm Team 7 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:06 PM,
24949,Farm Team 8 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:06 PM,
24950,Team 10 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:06 PM,
24951,Farm Team 13 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:06 PM,
24952,Team 14 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:06 PM,
24953,Both Team 15 and Farm Team 15 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:06 PM,
24954,Team 16 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:06 PM,
24955,Farm Team 19 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:06 PM,
24956,Team 20 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:06 PM,
24957,Team 21 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:06 PM,
24958,Both Team 22 and Farm Team 22 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:06 PM,
24959,Team 23 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:06 PM,
24960,Both Team 24 and Farm Team 24 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:06 PM,
24961,Pro Game #36 - Brian Bautista from Team 11 has scored a Hat Trick!,2022-07-24 3:03:10 PM,
24962,Pro Game #37 - Jason Trujillo from Team 18 has scored a Hat Trick!,2022-07-24 3:03:10 PM,
24963,New Record for Player (Lee Hu) Most Assists (5) in 1 Game!,2022-07-24 3:03:10 PM,
24964,Last 7 Days Pro Star : 1 - Donald Lamarche of Team 1 (6-2-8) / 2 - Lars-Olov Sonesson of Team 9 (2-8-10) / 3 - Lee Hu of Team 18 (0-8-8),2022-07-24 3:03:11 PM,
24965,Last 7 Days Farm Star : 1 - Matvey Kryukov of Farm Team 2 (4-2-6) / 2 - Kyle Carter of Farm Team 15 (5-2-7) / 3 - Carl Johnson of Farm Team 2 (4-0-4),2022-07-24 3:03:11 PM,
24966,Farm Team 3 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:11 PM,
24967,Both Team 4 and Farm Team 4 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:11 PM,
24968,Both Team 5 and Farm Team 5 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:11 PM,
24969,Team 6 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:11 PM,
24970,Team 7 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:11 PM,
24971,Team 8 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:11 PM,
24972,Team 9 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:11 PM,
24973,Farm Team 10 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:11 PM,
24974,Both Team 11 and Farm Team 11 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:11 PM,
24975,Team 12 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:11 PM,
24976,Team 13 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:11 PM,
24977,Farm Team 14 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:11 PM,
24978,Farm Team 17 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:11 PM,
24979,Both Team 18 and Farm Team 18 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:11 PM,
24980,Team 19 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:11 PM,
24981,Team 20 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:11 PM,
24982,Farm Team 21 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:11 PM,
24983,Farm Team 23 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:11 PM,
24984,Farm Game #36 - Shaun Deslauriers from Farm Team 20 has scored a Hat Trick!,2022-07-24 3:03:13 PM,
24985,Both Team 1 and Farm Team 1 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:15 PM,
24986,Farm Team 2 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:15 PM,
24987,Team 3 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:15 PM,
24988,Farm Team 6 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:15 PM,
24989,Farm Team 8 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:15 PM,
24990,Farm Team 9 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:15 PM,
24991,Team 10 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:15 PM,
24992,Farm Team 12 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:15 PM,
24993,Farm Team 13 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:15 PM,
24994,Team 14 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:15 PM,
24995,Farm Team 15 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:15 PM,
24996,Both Team 16 and Farm Team 16 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:15 PM,
24997,Team 17 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:15 PM,
24998,Farm Team 20 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:15 PM,
24999,Team 21 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:15 PM,
25000,Farm Team 22 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:15 PM,
25001,Both Team 24 and Farm Team 24 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:15 PM,
25002,New Record for Team's Most Shots (60) in 1 Game for Team 12!,2022-07-24 3:03:19 PM,
25003,Farm Team 1 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:20 PM,
25004,Team 2 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:20 PM,
25005,Farm Team 3 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:20 PM,
25006,Both Team 4 and Farm Team 4 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:20 PM,
25007,Both Team 5 and Farm Team 5 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:20 PM,
25008,Both Team 7 and Farm Team 7 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:20 PM,
25009,Team 8 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:20 PM,
25010,Farm Team 9 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:20 PM,
25011,Farm Team 10 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:20 PM,
25012,Both Team 11 and Farm Team 11 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:20 PM,
25013,Team 12 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:20 PM,
25014,Team 14 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:20 PM,
25015,Team 15 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:20 PM,
25016,Farm Team 17 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:20 PM,
25017,Both Team 19 and Farm Team 19 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:20 PM,
25018,Farm Team 21 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:20 PM,
25019,Team 22 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:20 PM,
25020,Both Team 23 and Farm Team 23 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:20 PM,
25021,Farm Team 2 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:23 PM,
25022,Team 3 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:23 PM,
25023,Farm Team 4 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:23 PM,
25024,Team 8 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:23 PM,
25025,Both Team 10 and Farm Team 10 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:23 PM,
25026,Farm Team 12 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:23 PM,
25027,Team 13 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:23 PM,
25028,Farm Team 14 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:23 PM,
25029,Both Team 18 and Farm Team 18 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:23 PM,
25030,Team 19 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:23 PM,
25031,Team 20 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:23 PM,
25032,Team 21 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:23 PM,
25033,Farm Team 22 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:23 PM,
25034,Farm Team 24 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:23 PM,
25035,Team 1 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:27 PM,
25036,Team 2 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:27 PM,
25037,Both Team 6 and Farm Team 6 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:27 PM,
25038,Farm Team 7 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:27 PM,
25039,Farm Team 8 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:27 PM,
25040,Team 9 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:27 PM,
25041,Farm Team 11 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:27 PM,
25042,Team 12 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:27 PM,
25043,Team 13 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:27 PM,
25044,Team 15 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:27 PM,
25045,Both Team 16 and Farm Team 16 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:27 PM,
25046,Farm Team 19 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:27 PM,
25047,Farm Team 20 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:27 PM,
25048,Team 21 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:27 PM,
25049,Team 22 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:27 PM,
25050,Both Team 23 and Farm Team 23 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:27 PM,
25051,Team 24 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:27 PM,
25052,Farm Game #56 - Kyle Carter from Farm Team 15 has scored a Hat Trick!,2022-07-24 3:03:29 PM,
25053,Pro Game #62 - Ernest Castro from Team 1 has scored a Hat Trick!,2022-07-24 3:03:31 PM,
25054,Both Team 1 and Farm Team 1 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:32 PM,
25055,Both Team 3 and Farm Team 3 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:32 PM,
25056,Both Team 5 and Farm Team 5 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:32 PM,
25057,Team 7 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:32 PM,
25058,Both Team 9 and Farm Team 9 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:32 PM,
25059,Team 11 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:32 PM,
25060,Farm Team 13 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:32 PM,
25061,Farm Team 14 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:32 PM,
25062,Farm Team 15 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:32 PM,
25063,Farm Team 16 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:32 PM,
25064,Both Team 17 and Farm Team 17 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:32 PM,
25065,Farm Team 18 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:32 PM,
25066,Farm Team 21 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:32 PM,
25067,Farm Team 22 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:32 PM,
25068,Team 23 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:32 PM,
25069,Farm Game #63 - Game Misconduct to Josh Garcia,2022-07-24 3:03:34 PM,
25070,New Record for Team's Most Penalties Minutes (32) in 1 Game for Team 7!,2022-07-24 3:03:35 PM,
25071,Pro Game #66 - Game Misconduct to Rafael Dragun,2022-07-24 3:03:35 PM,
25072,Both Team 2 and Farm Team 2 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:36 PM,
25073,Both Team 4 and Farm Team 4 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:36 PM,
25074,Both Team 6 and Farm Team 6 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:36 PM,
25075,Both Team 7 and Farm Team 7 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:36 PM,
25076,Both Team 8 and Farm Team 8 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:36 PM,
25077,Farm Team 10 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:36 PM,
25078,Farm Team 11 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:36 PM,
25079,Farm Team 12 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:36 PM,
25080,Team 14 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:36 PM,
25081,Team 15 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:36 PM,
25082,Farm Team 19 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:36 PM,
25083,Farm Team 20 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:36 PM,
25084,Farm Team 23 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:36 PM,
25085,Both Team 24 and Farm Team 24 lines for next game are empty. Current rosters/lines are not erased.,2022-07-24 3:03:36 PM,
25086,Pro Game #74 - Oscar Trujillo from Team 13 has scored a Hat Trick!,2022-07-24 3:03:41 PM,
25087,New Record for Player (Oscar Trujillo) Most Points (8) in 1 Game!,2022-07-24 3:03:41 PM,
25088,Pro Game #74 - Darryl Avery from Team 13 has scored a Hat Trick!,2022-07-24 3:03:41 PM,
25089,New Record for Team's Most Goals (9) in 1 Game for Team 13!,2022-07-24 3:03:41 PM,
25090,New Record for Team's Most Assists (17) in 1 Game for Team 13!,2022-07-24 3:03:41 PM,
